0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
BR016,"Ketela pohon/ 
singkong, segar",KZGPI- 1990,61.4,154,1.0,0.3,36.8,0.9,0.5,77.0,24.0,1.1,2.0,394.0,0.30,0.4,0.0,0.0,0,0.06,0.1,0.5,31.0,85.0
BR017,Lepok/ubi rumput,KZGMI-2001,55.3,181,2.8,1.2,39.8,10.7,0.9,7.0,50.0,3.1,116.0,306.0,1.60,0.9,0.0,0.0,0,0.28,0.05,1.5,0.0,85.0
BR018,"Sagu aren, kering",KZGPI- 1990,11.9,355,0.6,1.1,85.6,0.3,0.8,91.0,167.0,2.2,2.0,200.0,0.00,0.3,,,0,0.04,0.1,0.5,0.0,100.0
BR019,"Sagu aren, segar",KZGMI-2001,42.5,231,0.6,0.2,56.6,3.2,0.1,20.0,20.0,0.1,7.0,0.0,0.10,0.1,0.0,,0,0.2,0.0,0.0,0.0,100.0
BR020,Sagu kasbi segar,KZGMI-2001,42.5,230,0.6,0.2,56.5,3.0,0.2,20.0,1.0,0.3,100.0,410.0,0.10,0.2,0.0,0.0,0,0.1,0.0,0.0,0.0,100.0
BR021,Sagu lempeng,KZGMI-2001,13.5,347,0.9,0.3,85.2,4.7,0.1,30.0,30.0,0.2,11.0,0.0,0.10,0.1,0.0,0.0,,0.3,0.0,0.0,0.0,100.0
BR022,"Sagu singkong, 
kering",DABM- 1964,12.0,362,0.5,0.3,86.9,,0.3,0.0,0.0,0.0,,,,,,0.0,0,0.0,,,0.0,100.0
BR023,"Sente, talas, segar",DABM- 1964,14.0,353,0.7,0.2,84.7,6.6,0.4,11.0,13.0,1.5,30.0,694.6,0.60,2.2,,41.0,,0.05,0.2,2.8,5.0,86.0
BR024,"Suweg, talas, 
segar",KZGPI- 1990,80.1,74,1.4,0.1,17.2,1.4,1.2,42.0,46.0,1.3,7.0,400.0,0.10,0.1,0.0,24.0,254,0.04,0.0,0.4,2.0,86.0
BR025,"Talas bogor, segar",KZGPI- 1990,72.4,108,1.4,0.4,25.0,0.9,0.8,47.0,67.0,0.7,10.0,448.0,0.20,0.7,0.0,0.0,0,0.06,0.07,1.0,4.0,85.0
BR026,"Talas pontianak, 
segar",KZGPI- 1990,60.0,163,2.3,0.5,36.4,0.7,0.9,45.0,80.0,1.7,14.0,323.1,0.30,1.0,0.0,0.0,0,0.02,0.1,1.3,,83.0
BR027,"Talas viqueque, 
segar",KZGMI-2001,70.6,115,1.8,0.5,25.9,8.6,1.2,50.0,220.0,0.9,1.0,70.0,0.30,1.0,0.0,0.0,0,0.08,0.1,0.9,,85.0
BR028,"Ubi jalar, kuning, 
segar",KZGMI-2001,72.6,119,0.5,0.4,25.1,4.2,1.0,30.0,40.0,0.4,3.0,1.0,0.10,0.2,0.0,794.0,4948,0.06,0.07,0.7,21.0,85.0
BR029,"Ubi jalar manis, 
segar",KZGPI- 1990,78.4,83,1.5,0.2,18.8,0.6,1.1,27.0,162.0,2.1,52.0,320.7,0.10,0.3,0.0,0.0,0,0.02,0.0,0.4,0.0,85.0
BR030,"Ubi jalar merah, 
segar",KZGPI- 1990,61.9,151,1.6,0.3,35.4,0.7,0.6,29.0,74.0,0.7,92.0,565.6,0.30,0.5,0.0,0.0,1208,0.13,0.08,0.7,11.0,86.0
BR031,"Ubi jalar putih, 
segar",KZGMI-2001,77.8,88,0.4,0.4,20.6,4.0,0.8,30.0,10.0,0.5,2.0,4.0,0.10,0.2,0.0,13.0,264,0.25,0.06,0.5,36.0,86.0
BR032,"Ubi jalar tinta/ 
kemayung",KZGMI-2001,72.5,108,0.5,0.4,25.6,4.2,1.0,30.0,40.0,0.5,1.0,1.0,0.10,0.2,0.0,13.0,0,0.09,0.06,0.6,24.0,85.0
BR033,"Umbi Uwi, segar",BKP,69.7,120,2.8,0.5,82.3,2.6,0.9,9.0,42.0,1.3,12.0,412.0,0.30,0.6,,0.0,0,0.02,0.5,0.2,4.0,86.0
BP001,"Batatas kelapa, 
ubi, bakar",KZGMI-2001,73.2,110,1.4,1.1,23.4,4.5,0.7,1.0,46.0,0.2,12.0,230.0,0.20,0.3,0.0,0.0,0,1.13,0.0,0.0,0.0,85.0
BP002,"Batatas kelapa, 
ubi, kukus",KZGMI-2001,75.7,92,1.2,0.3,21.0,4.1,1.8,0.0,42.0,0.2,10.0,209.0,0.20,0.3,0.0,0.0,0,0.28,0.0,0.7,0.0,100.0
BP003,"Batatas tali, ubi, 
rebus",KZGMI-2001,53.2,182,2.4,0.4,42.2,9.2,1.8,1.0,80.0,0.3,20.0,402.0,0.30,0.6,0.0,0.0,0,0.27,0.0,1.3,0.0,100.0
BP004,"Belitung, talas, 
kukus",KZGPI- 1990,63.1,145,1.2,0.4,34.2,1.0,1.1,21.0,48.0,0.9,7.0,552.6,0.20,0.9,0.0,0.0,0,0.08,0.1,2.3,1.0,100.0
BP005,"Bentul, talas, 
kukus",KZGPI- 1990,81.1,71,2.3,0.3,15.4,0.5,0.9,29.0,26.0,0.6,,201.0,0.20,0.6,0.0,0.0,0,0.06,0.0,0.0,21.0,100.0
BP006,"Gadung, ubi, 
kukus",KZGPI- 1990,77.4,88,0.6,0.3,20.9,0.9,0.8,26.0,47.0,0.4,6.0,584.0,0.20,0.2,0.0,0.0,0,0.03,0.0,0.4,0.0,100.0
BP007,"Ganyong, rebus",KZGPI- 1990,74.1,100,0.8,0.2,23.8,0.9,1.1,15.0,65.0,0.9,,,,,0.0,0.0,0,0.04,,,6.0,100.0
BP008,"Ketela 
pohon/singkong 
kukus",KZGPI- 1990,61.5,153,1.2,0.3,36.4,1.3,0.6,56.0,22.0,0.4,2.0,345.3,0.30,0.1,0.0,0.0,0,0.0,0.0,0.3,20.0,100.0
BP009,"Suweg, talas, 
kukus",KZGPI- 1990,75.5,93,1.5,0.1,21.9,0.9,1.0,50.0,58.0,0.8,6.0,350.3,0.10,0.1,0.0,0.0,283,0.09,0.0,0.3,0.0,100.0
BP010,"Talas bogor, kukus",KZGPI- 1990,69.2,120,1.5,0.3,28.2,0.7,0.8,31.0,63.0,0.7,11.0,498.0,0.20,0.6,0.0,0.0,0,0.05,0.6,0.8,2.0,100.0
BP011,"Ubi jalar, kuning, 
kukus",KZGPI- 1990,74.2,100,0.7,0.3,23.8,1.0,1.0,44.0,46.0,0.4,3.0,0.8,0.10,0.2,0.0,819.0,4427,0.0,0.1,0.6,16.0,100.0
BP012,"Ubi jalar tinta/ 
kemayung kukus",KZGPI- 1990,58.5,165,0.9,0.2,39.8,1.1,0.6,20.0,23.0,0.8,1.0,0.9,0.10,0.2,0.0,0.0,0,0.02,0.1,0.5,0.0,100.0
BP013,Bagea kelapa asin,KZGMI-2001,3.5,450,3.2,13.9,78.1,,1.3,38.0,38.0,0.3,74.0,0.0,0.20,0.2,0.0,0.0,0,0.3,0.0,0.0,0.0,100.0
BP014,"Bagea kelapa 
manis",KZGMI-2001,3.0,452,1.3,13.8,80.6,,1.3,38.0,39.0,0.3,75.0,0.0,0.20,0.2,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0
BP015,Bagea kenari asin,KZGMI-2001,2.8,529,3.2,29.1,63.6,,1.3,38.0,40.0,0.4,74.0,0.0,0.20,0.2,0.0,0.0,0,0.3,0.0,0.0,0.0,100.0
BP016,"Bagea kenari 
manis",KZGMI-2001,3.1,523,3.2,28.2,64.2,,1.3,38.0,39.0,0.3,74.0,0.0,0.20,0.2,0.0,0.0,0,0.3,0.0,0.0,0.0,100.0
BP017,Bagea kw 1,KZGPI- 1990,7.2,416,6.5,9.4,76.3,0.4,0.6,49.0,77.0,4.9,,,,,13.0,,312,0.08,,2.6,0.0,100.0
BP018,Bagea kw 2,KZGPI- 1990,7.9,382,0.3,3.5,87.2,0.9,1.1,172.0,120.0,7.6,,,,,0.0,0.0,0,0.02,,,0.0,100.0
BP019,Beras Cerdas,BKP,11.3,350,2.7,1.1,82.3,6.2,2.6,28.0,351.0,2.9,358.0,568.0,0.20,0.9,,0.0,0,0.02,0.2,0.3,0.2,100.0
BP020,Beras ganyong,BKP,9.3,364,3.4,0.7,86.3,4.7,0.5,4.0,47.0,5.0,4.0,72.2,0.20,0.6,,1.0,0,0.02,0.02,0.3,0.2,100.0
BP021,Beras Siger,BKP,13.5,344,1.1,0.2,28.3,5.6,0.7,32.0,22.0,5.6,106.0,77.9,0.10,0.5,,0.0,0,0.02,0.1,0.2,0.2,100.0
BP022,"Biji nangka/Biji 
salak",KZGMI-2001,40.5,262,2.3,5.4,51.1,8.0,0.7,60.0,80.0,0.8,10.0,2.0,0.60,2.0,0.0,1667.0,,0.1,1.0,,10.0,100.0
BP023,Bubur sagu,KZGMI-2001,62.5,167,0.2,4.0,33.0,,0.3,3.0,3.0,0.1,7.0,0.0,0.10,0.1,0.0,0.0,0,9.0,,0.1,0.0,100.0
BP024,Cassavastick,KZGPI- 1990,5.6,460,0.8,18.7,71.8,1.6,2.7,144.0,58.0,7.5,,,,,0.0,,107,0.19,0.07,0.1,0.0,100.0
BP025,"Ceriping getuk 
singkong",KZGPI- 1990,7.2,462,1.2,20.7,67.7,0.6,3.2,1248.0,172.0,8.8,,,,,0.0,,152,0.29,0.02,0.5,0.0,100.0
BP026,Gatot,BKP,12.8,347,1.3,0.7,83.8,5.8,1.4,78.0,44.0,17.1,28.0,242.0,0.20,0.7,,0.0,0,0.02,0.1,0.4,0.2,100.0
BP027,Geblek,BKP,52.1,195,0.4,1.7,44.4,3.6,1.4,35.0,13.0,0.6,353.0,125.0,0.30,0.3,,0.0,0,0.02,0.0,0.1,0.2,100.0
BP028,Getuk goreng,KZGPI- 1990,16.5,360,1.3,6.4,74.3,0.8,1.5,59.0,81.0,3.2,,,,,0.0,0.0,0,0.21,,0.1,0.0,100.0
BP029,Getuk singkong,KZGPI- 1990,49.8,204,0.5,1.4,47.4,0.8,1.1,97.0,52.0,1.5,,,,,0.0,,208,0.08,,0.1,0.0,100.0
BP030,Gurandil,KZGPI- 1990,47.5,218,0.5,2.5,48.5,3.1,1.0,50.0,25.0,2.8,,,,,,,0,0.19,,,0.0,100.0
BP031,Kabuto,KZGMI-2001,58.9,250,2.6,2.5,35.4,1.8,0.6,35.0,49.0,1.1,2.0,218.0,,,,0.0,0,0.1,0.1,0.6,,100.0
BP032,Kapurung,KZGMI-2001,79.6,41,2.0,0.3,7.8,2.0,0.6,34.0,12.0,0.3,185.0,566.0,0.10,0.3,0.0,213.0,,0.12,0.25,2.7,15.0,100.0
BP033,"Kecimpring 
singkong goreng",KZGPI- 1990,3.7,464,1.2,18.6,73.0,1.3,3.5,82.0,52.0,3.4,,,,,,,3320,0.34,,,0.0,100.0
BP034,Keremes,KZGPI- 1990,6.7,475,1.6,25.2,64.4,2.1,2.1,153.0,88.0,1.0,,,,,0.0,,1000,0.0,,,0.0,100.0
BP035,Keripik gadung,KZGPI- 1990,4.0,446,2.8,14.5,76.0,1.7,2.8,147.0,52.0,1.9,,,,,0.0,0.0,0,0.95,,,0.0,100.0
BP036,Keripik kentang,KZGMI-2001,7.8,448,2.7,18.8,67.1,3.8,3.6,25.0,130.0,1.2,712.0,406.0,1.10,,,15.0,,0.1,0.05,2.8,0.0,100.0
BP037,Keripik singkong,KZGPI- 1990,4.2,478,0.9,20.7,72.0,2.0,2.2,189.0,101.0,1.9,,,,,0.0,0.0,0,0.24,,,0.0,100.0
BP038,"Keripik singkong 
berbumbu",KZGPI- 1990,2.2,481,2.2,19.7,73.6,1.6,2.3,156.0,103.0,1.6,,,,,0.0,,80,0.31,,,0.0,100.0
BP039,Keripik ubi,KZGMI-2001,6.0,486,0.2,23.9,67.6,14.3,2.3,68.0,92.0,0.9,52.0,2.0,0.70,2.3,0.0,920.0,,0.1,0.1,0.5,0.0,100.0
BP040,"Kerupuk cumi 
goreng",KZGMI-2001,3.4,444,6.9,14.6,71.3,5.0,3.8,47.0,375.0,1.8,837.0,191.0,0.10,0.3,,,,0.4,0.1,1.8,0.0,100.0
BP041,"Kerupuk kemplang  
(ikan) mentah",KZGMI-2001,14.2,325,1.8,0.4,78.5,4.5,5.1,59.0,268.0,2.3,1123.0,273.0,0.20,0.5,32.0,0.0,,0.6,0.1,2.3,0.0,100.0
BP042,"Kerupuk kemplang 
goreng",KZGPI- 1990,5.8,504,5.6,28.1,57.1,0.3,3.4,50.0,94.0,2.9,,,,,6.0,,280,0.31,,,0.0,100.0
BP043,"Kerupuk kemplang 
panggang",KZGPI- 1990,9.4,356,9.7,1.1,76.9,1.0,3.0,62.0,129.0,2.9,,,,,7.0,,280,0.36,,,0.0,100.0
BP044,"Kerupuk mie 
kuning goreng",KZGPI- 1990,7.2,476,0.1,21.1,71.3,4.2,0.3,57.0,36.0,4.6,,109.0,0.10,0.2,0.0,,333,0.22,0.0,0.9,0.0,100.0
BP045,"Kerupuk udang 
goreng",KZGMI-2001,4.4,477,4.7,20.5,68.5,5.0,1.9,24.0,188.0,0.9,449.0,109.0,0.10,0.2,,0.0,,0.2,0.0,0.9,0.0,100.0
BP046,Kue bangket,KZGMI-2001,16.1,338,1.5,1.2,80.3,,0.9,34.0,35.0,0.3,67.0,0.0,0.20,0.2,0.0,0.0,0,0.3,0.0,0.0,,100.0
BP047,Kue putu singkong,KZGMI-2001,44.2,217,1.2,0.5,53.2,2.4,0.9,48.0,68.0,1.5,3.0,305.0,,,,0.0,0,0.1,0.1,0.8,,100.0
BP048,Lanting getuk,KZGPI- 1990,4.2,422,0.9,10.8,80.4,1.4,3.8,206.0,104.0,3.6,,,,,0.0,,0,0.43,,,0.0,100.0
BP049,Mi golosor,KZGPI- 1990,82.9,71,0.2,0.8,15.9,0.1,0.2,117.0,5.0,0.2,,,,,0.0,,112,0.05,0.02,0.0,0.0,100.0
BP050,Mie bendo,BKP,11.5,353,0.3,0.0,88.0,2.4,0.2,28.0,14.0,2.8,9.0,49.2,0.50,0.1,,2.0,0,0.02,0.0,0.1,0.2,100.0
BP051,Mie sagu,BKP,52.8,190,0.2,0.4,46.5,1.4,0.1,8.0,7.0,0.3,10.0,2.6,0.10,0.0,,2.0,0,0.0,0.4,0.0,0.2,100.0
BP052,Ongol-ongol sagu,KZGPI- 1990,75.3,111,0.3,2.7,21.2,0.3,0.5,79.0,15.0,1.7,,,,,0.0,,0,0.06,,,0.0,100.0
BP053,Oyek,BKP,12.6,351,0.9,0.9,84.9,4.3,0.7,60.0,36.0,2.1,5.0,229.0,0.10,0.5,,0.0,0,0.02,0.02,0.5,0.2,100.0
BP054,Papeda,KZGMI-2001,84.8,61,0.2,0.1,14.9,0.5,0.1,3.0,1.0,0.2,4.0,20.0,0.10,0.1,0.0,0.0,0,0.06,0.0,0.0,0.0,100.0
BP055,Rasbi (beras ubi),BKP,11.1,394,2.2,8.8,76.6,6.8,1.3,68.0,76.0,1.6,165.0,388.0,0.40,0.4,,0.0,0,0.02,0.3,1.2,0.2,100.0
BP056,"Rasi (beras 
singkong)",BKP,12.6,350,0.9,0.4,85.7,14.4,0.5,42.0,21.0,1.5,8.0,14.0,0.30,0.5,,0.0,0,0.02,0.02,0.4,0.2,100.0
BP057,Sagu forno,KZGMI-2001,31.5,291,0.5,4.0,63.4,,0.6,10.0,20.0,0.8,40.0,50.0,0.10,0.2,0.0,0.0,0,,,,0.0,100.0
BP058,"Sagu lemak (kue 
Sagon)",BKP,4.3,452,2.8,14.8,76.8,1.1,0.7,15.0,39.0,1.1,182.0,52.7,0.04,0.8,,1220.0,0,0.32,0.04,0.1,0.2,100.0
BP059,Sagu manis,KZGMI-2001,32.6,287,0.5,3.9,62.4,,0.6,8.0,17.0,0.7,34.0,42.0,0.10,0.2,0.0,0.0,0,,,,0.0,100.0
BP060,Sagu rendang,BKP,8.2,364,0.1,0.2,90.5,1.9,1.0,13.0,9.0,3.9,42.0,15.1,0.10,0.1,,0.0,0,0.02,0.6,0.8,0.2,100.0
BP061,Sagu sinole,KZGMI-2001,22.0,354,0.8,8.3,68.9,,0.1,10.0,30.0,0.8,30.0,11.0,0.20,0.3,0.0,0.0,0,,,,0.0,100.0
BP062,"Serimping talas 
Kebumen",KZGPI- 1990,4.8,478,2.5,21.2,69.2,1.7,2.3,112.0,118.0,2.3,,,,,0.0,,0,0.25,,,0.0,100.0
BP063,Tapai singkong,KZGPI- 1990,57.4,169,1.4,0.3,40.2,2.0,0.7,21.0,34.0,0.8,,,,,0.0,0.0,0,0.0,,,9.0,100.0
BP064,Tepung arrowroot,DABM- 1964,13.6,355,0.7,0.2,85.2,0.4,0.3,8.0,22.0,1.5,2.0,10.7,0.00,0.1,,20.0,3,0.09,0.0,0.0,0.0,100.0
BP065,Tepung ganyong,BKP,13.6,353,0.8,1.7,83.6,0.7,0.3,4.0,31.0,3.3,3.0,63.5,0.10,0.3,,0.0,0,0.02,0.0,0.9,1.0,100.0
BP066,Tepung gaplek,BKP,13.0,345,2.4,0.4,83.1,6.7,1.1,18.0,95.0,1.5,6.0,55.0,0.40,1.2,,1.0,0,0.3,0.2,0.1,0.2,100.0
BP067,"Tepung kentang, 
kering",DABM- 1964,13.0,347,0.3,0.1,85.6,0.4,1.0,20.0,30.0,0.5,51.0,156.3,0.20,0.5,,0.0,0,0.04,0.0,0.4,0.0,100.0
BP068,Tepung mocaf,BKP,11.9,350,1.2,0.6,85.0,6.0,1.3,60.0,64.0,15.8,8.0,403.0,0.10,0.6,,0.0,0,0.02,0.02,0.7,1.7,100.0
BP069,Tepung sente,BKP,15.3,326,4.0,0.4,76.7,8.5,3.6,41.0,141.0,3.5,14.0,1602.0,0.40,1.4,,0.0,0,0.02,0.2,7.7,0.2,100.0
BP070,"Tepung singkong/ 
tapioka",DABM- 1964,9.1,363,1.1,0.5,88.2,0.9,1.1,84.0,125.0,1.0,1.0,7.1,0.00,0.1,,0.0,,0.04,0.0,0.4,0.0,100.0
BP071,"Tepung tales 
beneng",BKP,12.2,332,5.7,0.6,76.1,12.2,5.5,59.0,302.0,10.7,7.0,1404.0,0.80,6.2,,0.0,0,0.02,0.1,0.3,0.2,100.0
BP072,Tepung ubi ungu,BKP,9.4,354,2.8,0.6,84.4,12.9,2.8,89.0,125.0,3.9,42.0,940.0,0.80,0.6,,0.0,0,0.4,0.02,0.0,0.2,100.0
BP073,Tiwul,BKP,11.2,353,2.4,1.1,83.4,6.5,1.6,55.0,95.0,4.7,5.0,670.0,0.20,0.8,,0.0,0,0.02,0.02,0.1,2.8,100.0
BP074,Tiwul instan,BKP,9.1,395,3.2,8.5,76.5,4.2,2.7,81.0,81.0,5.8,377.0,469.0,2.10,1.2,,0.0,0,0.4,0.2,0.2,4.0,100.0
BP075,Ubi cilembu,BKP,52.7,186,1.9,0.2,44.3,3.4,0.9,37.0,51.0,0.6,1.0,61.9,0.10,0.2,,26.0,0,0.02,0.2,0.0,0.3,89.6
BP076,Uli batatas,KZGMI-2001,66.5,150,1.1,4.0,27.4,,1.0,,23.0,0.1,6.0,112.0,0.10,0.2,0.0,0.0,0,0.53,0.0,1.3,0.0,100.0
CR001,"Kacang arab, 
kering",DABM-1964,11.6,330,23.8,1.4,60.2,17.4,3.0,57.0,388.0,4.7,24.0,874.3,0.85,3.4,,40.0,140,0.77,0.21,1.5,2.0,100.0
CR002,"Kacang babi, 
kering",KZGPI-1990,11.6,341,30.4,3.2,51.3,4.5,3.5,178.0,521.0,6.8,13.0,1768.0,0.82,3.1,,,87,0.23,0.33,2.8,,80.0
CR003,"Kacang belimbing 
(kecipir), kering",KZGPI-1990,10.4,400,34.4,16.9,34.1,10.7,4.2,468.0,182.0,6.8,37.0,955.0,2.82,2.0,,,,0.3,0.44,3.0,,100.0
CR004,"Kacang beracun, 
segar",KZGMI-2001,72.1,118,4.4,1.5,21.6,,0.4,50.0,50.0,1.7,10.0,40.0,0.30,1.0,,,,0.43,,,,
CR005,"Kacang bogor, 
kering",DABM-1964,10.0,370,16.0,6.0,65.0,26.3,3.0,85.0,264.0,4.2,44.0,868.8,1.48,2.7,0.0,,,0.18,0.26,6.2,0.0,100.0
CR006,"Kacang bogor, 
segar",KZGPI-1990,60.8,165,7.7,3.1,27.4,2.5,1.0,96.0,126.0,5.3,6.0,537.0,0.41,1.2,,29.0,,0.32,0.35,2.7,,100.0
CR007,"Kacang endel, biji, 
kering",DABM-1964,14.0,331,25.0,1.0,58.0,23.6,2.0,80.0,400.0,5.0,12.0,1322.4,0.68,2.7,0.0,,,0.3,0.75,2.3,,95.0
CR008,"Kacang ercis, 
segar",KZGMI-2001,67.6,129,12.4,0.7,18.3,28.6,1.0,40.0,130.0,2.3,4.0,310.0,0.30,2.1,,212.0,,0.29,0.05,2.7,,45.0
CR009,"kacang galing, 
segar",DABM-1964,12.0,336,23.1,1.7,59.5,,3.8,80.0,400.0,5.0,,,,,0.0,,,0.6,,,0.0,95.0
CR010,"Kacang gude, biji, 
kering",KZGPI-1990,16.1,316,20.7,1.0,58.0,4.6,4.2,146.0,445.0,4.7,16.0,1306.2,0.99,2.7,,19.0,,0.3,0.19,2.4,,100.0
CR011,"Kacang gude, biji, 
segar",DABM-1964,70.3,114,7.0,0.6,20.8,4.4,2.3,3.0,122.0,1.5,4.0,480.5,0.12,0.9,,,70,0.37,0.07,0.8,43.0,100.0
CR012,"Kacang hijau var. 
bakti, kering",KZGPI-1990,7.4,350,17.1,1.8,70.7,5.7,3.1,94.0,315.0,4.9,46.0,893.9,1.52,3.1,,171.0,235,0.4,0.27,2.6,11.0,100.0
CR013,"Kacang hijau var. 
siwalik, kering",KZGPI-1990,8.8,339,20.8,2.1,64.6,7.4,3.7,122.0,136.0,4.9,45.0,880.4,1.50,3.1,,168.0,321,0.45,0.27,2.6,,100.0
CR014,"Kacang hijau, 
kering",KZGPI-1990,15.5,323,22.9,1.5,56.8,7.5,3.3,223.0,319.0,7.5,42.0,815.7,1.90,2.9,,156.0,223,0.46,0.15,1.5,10.0,100.0
CR015,"Kacang hitam, 
kering",KZGMI-2001,12.5,346,16.6,1.7,66.1,22.8,3.1,70.0,300.0,4.7,3.0,0.0,0.90,3.5,,28.0,,0.16,0.1,2.1,,100.0
CR016,"Kacang kapri, 
segar",DABM-1964,74.3,98,6.7,0.4,17.7,6.2,0.9,22.0,122.0,1.9,6.0,296.6,0.21,1.5,,,680,0.34,0.16,2.5,26.0,45.0
CR017,"Kacang kedelai, 
kering",KZGPI-1990,12.7,381,40.4,16.7,24.9,3.2,5.5,222.0,682.0,10.0,210.0,713.4,1.58,3.9,,237.0,31,0.52,0.12,1.2,,100.0
CR018,"Kacang kedelai, 
segar",DABM-1964,20.0,286,30.2,15.6,30.1,2.9,4.1,196.0,506.0,6.9,28.0,870.9,1.24,3.6,,,95,0.93,0.26,1.8,,100.0
CR019,"Kacang kincai, 
kering",KZGMI-2001,4.2,444,19.9,16.0,55.0,,4.9,26.0,,,,,,,,,,0.1,0.1,1.9,,
CR020,"Kacang komak, 
segar",KZGMI-2001,20.9,327,16.4,4.3,55.8,0.5,2.6,74.0,282.0,4.0,22.0,1137.0,0.90,2.1,,,,0.99,0.12,0.1,,45.0
CR021,"Kacang kuning, 
kering",KZGMI-2001,11.7,355,17.0,2.5,66.0,15.1,2.8,140.0,220.0,5.8,1.0,0.0,0.70,3.2,,58.0,,0.47,0.08,1.9,,
CR022,"Kacang lebui/ iris, 
kering",KZGMI-2001,11.8,346,16.5,1.5,66.6,37.3,3.6,144.0,368.0,3.4,17.0,1225.0,1.50,3.3,,64.0,,0.62,0.2,0.0,,100.0
CR023,"Kacang mentega, 
kering",KZGMI-2001,13.7,344,16.7,2.1,64.6,13.0,2.9,110.0,300.0,6.7,1.0,10.0,0.70,2.5,,0.0,,0.21,0.07,1.2,,
CR024,"Kacang merah/ 
banda, kering",KZGMI-2001,13.0,350,13.9,3.0,66.9,26.3,3.2,84.0,242.0,6.8,19.0,1127.0,0.00,42.0,,137.0,,0.15,0.76,0.3,,100.0
CR025,"Kacang merah tua, 
kering",KZGPI- l990,12.3,280,16.7,1.6,63.2,4.6,6.2,209.0,335.0,6.4,19.0,1348.5,0.69,2.8,,,,0.1,0.08,2.0,6.0,100.0
CR026,"Kacang merah, 
kering",KZGPI- l990,17.7,314,22.1,1.1,56.2,4.0,2.9,502.0,429.0,10.3,11.0,1265.5,0.65,2.6,,129.0,,0.4,0.72,2.2,,100.0
CR027,"Kacang merah, 
segar",KZGPI- l990,57.2,171,11.0,2.2,28.0,2.1,1.7,293.0,134.0,3.7,7.0,360.7,0.34,1.4,,0.0,10,0.15,0.15,1.1,,100.0
CR028,"Kacang mete/biji 
jambu monyet, 
segar",KZGMI-2001,4.6,616,16.3,48.4,28.7,0.9,2.0,26.0,521.0,3.8,26.0,692.0,4.70,4.1,,5.0,,0.64,0.03,0.0,,69.0
CR029,"Kacang panjang, 
biji, kering",DABM-1964,12.2,357,17.3,1.5,68.6,10.6,0.4,163.0,437.0,6.9,16.0,1109.4,0.35,2.8,0.0,2182.0,,0.57,0.98,7.1,2.0,100.0
CR030,"Kacang tanah 
sangan",KZGPI- l990,1.2,560,29.5,43.0,24.1,2.9,2.2,107.0,366.0,4.1,34.0,509.8,1.69,2.1,,0.0,,0.31,0.3,15.5,,100.0
CR031,"Kacang tanah 
sangan tanpa 
selaput",DABM-1964,2.6,559,26.9,44.2,23.6,2.6,2.7,74.0,393.0,1.9,33.0,202.3,520.40,1.7,0.0,0.0,,0.3,29.47,8.0,0.0,100.0
CR032,"Kacang tanah, 
kering",KZGPI- l990,9.6,525,27.9,42.7,17.4,2.4,2.4,316.0,456.0,5.7,31.0,466.5,1.55,1.9,,0.0,30,0.44,0.27,1.4,,100.0
CR033,"Kacang tolo/ 
tunggak, kering",KZGPI- l990,13.5,331,24.4,1.9,56.6,1.6,3.6,481.0,399.0,13.9,15.0,7.8,1.03,5.9,,65.0,,0.06,0.2,4.3,,100.0
CR034,"Kacang tunis, 
kering",KZGMI-2001,10.5,351,12.2,1.2,72.9,29.5,3.2,120.0,220.0,6.9,1.0,0.0,1.40,2.9,,,,0.57,0.13,2.5,,100.0
CR035,"Kacang uci, kering",KZGPI- l990,9.9,358,23.4,2.4,60.6,7.4,3.7,269.0,264.0,0.5,13.0,1457.7,0.35,,,20.0,,0.1,0.2,2.5,2.0,100.0
CR036,"Kacang urei, 
kering",KZGMI-2001,12.8,354,12.8,1.8,69.3,26.1,3.3,220.0,220.0,5.1,1.0,0.0,0.70,3.1,,,,0.55,0.05,3.5,,
CR037,"Kenari banda, 
kering",KZGMI-2001,13.0,616,13.9,56.2,13.7,,3.2,0.0,380.0,1.4,11.0,460.0,1.10,3.2,,90.0,,0.83,0.08,0.5,,100.0
CR038,"Kenari, kering",DABM-1964,3.0,657,15.0,66.0,13.0,,3.0,92.0,691.0,7.7,3.0,505.8,0.97,3.0,0.0,,,0.42,0.09,0.5,0.0,100.0
CR039,"Komak polong, 
segar",KZGMI-2001,74.3,99,3.3,0.1,21.2,10.3,1.1,50.0,99.0,13.1,15.0,567.0,0.20,0.6,,5.0,,0.13,0.03,0.2,,100.0
CR040,"Koro andong, 
kering",KZGPI- 1990,10.8,356,20.5,4.1,61.6,7.0,3.0,150.0,272.0,6.2,18.0,301.8,0.73,2.8,,0.0,,0.29,0.02,1.4,1.0,100.0
CR041,"Koro benguk, biji, 
kering",DABM-1964,15.0,332,24.0,3.0,55.0,5.6,3.0,30.0,200.0,2.0,42.0,389.2,1.25,8.7,,0.0,70,0.3,0.12,1.7,0.0,95.0
CR042,"Koro kerupuk, biji, 
segar",DABM-1964,67.2,125,8.3,0.7,22.1,2.2,1.7,17.0,12.0,2.7,16.0,150.3,0.48,3.4,,0.0,80,0.11,0.04,1.1,31.0,68.0
